text,true_label,predicted_label,compound_score
@TheRealJordin OOMG I READ THAT BOOK!! I CRYED  ITS REALLY SAD. BUT SHE HAD AA LOT OF STRENGHT,0,0,-0.5444
I don't want to go to school tomorrow.  What a tiring day! I enjoy twittering at my phone by the way.,0,1,0.5057
@alyankovic thats a gay name. keep it how it is ,1,0,0.0
just got home from a beastie wedding reception. open bar. dj@roparrish on deck... intense. uploading pix. back to the H in tomorrow ,1,1,0.0772
"So, I guess I'm not going to Colombia anymore.  Fucking sucks.",0,0,-0.4201
just joined checking it out ,1,0,0.0
Quite the day today.  Tiring Hectic but was overall fun  Nighty!,1,1,0.6948
@Mnmissy just two and that was enough then they hooked up and almost forgot about me I wanted to play too ,0,1,0.34
yaay din dins ready ,1,1,0.3612
Can't wait for &quot;New Moon&quot;. Hope's so good as Twilight. Welcomed all Twilight fans!!!!   &lt;33,1,1,0.8079
Seems to have lost her profile pic ,0,0,-0.3182
"@rhandilynn I don't know you, but i know how that feels ",0,0,0.0
@xLiveForever il love your background  xx,1,1,0.6369
likes Joanna Newsom in that mgmt's video. ,1,1,0.4215
@ozdj I grew up not far from there. ,1,0,0.0
"@wolowizard I can help you with Portuguese, sir. ",1,1,0.4019
Just finished a service call at a house infested with roaches! They were EVERYWHERE! People are just fucking nasty! My skin is crawling. ,0,0,-0.6974
"@MG62 Marcus, Its Raining, Again!  I hate The UK. Doing much tonightt?...",0,0,-0.6114
Finally got round to listing my beloved 35mm SLR -&gt; http://cli.gs/71UX8E  Not sure if I'm happy about this...! ,0,1,0.7453
"@BeckyBuckwild I try 2 change my pic once in a while just 2 switch it up  Hope it doesn't make me look insecure heh. Anyway, ur fabulous!",1,1,0.4926
 i don't wanna be taken  (((((((((,0,0,0.0
@aniterzayan haha thaaaanks ,1,1,0.4588
Italian Shaved on the mall is D-licious and all over me!!!  and my printer...  But it is D-Licious!,0,0,0.0
"@Cytherea_Squirt my screenname is ortonnextwwechamp...im me if u do, I'm watching some hardcore xxx! ",1,0,0.0
Late again. Seriously. Shoot me. ,0,0,-0.4767
come back home and tired  #fb,0,0,-0.4404
@OliviaVZ YAY!! You got a job! Congratulations! So happy for you ,1,1,0.9348
"Tonight my world turned upside down...  But I am ok, and hopefully I will be back out there!",0,1,0.7678
@Wossy Apparantly u won't have westlife on ur show...tut tut! Get them on wen theyre bac frm ther break...high viewings guaranteed!  Xxx,1,0,0.0
@cel_xox watch them fall... To their knees... As I lay I think I'm flat lining... ,1,0,0.0
@cherngli Pudu Plaza? I had the BEST steamed fish at Kota Damansara bordering Sungai Buloh ,1,1,0.7125
@joescanlon well if all goes well i'll be down about once a month to plenty of time for coffee then instead ,1,1,0.4939
Been listening to Slim Shady since morning. _Relapse_ is wayyy gooder than _Encore_. ,1,0,0.0
@fabianv what kind of docs? and what are you using to write them? we're always behind on our docs ,0,0,0.0
@BrittGoosie aww -huggles- you are a bit of a klutz. Hope you aren't too damaged from the fall ,0,1,0.6492
why did i wake up? its 2:40am and in  5hrs i take the 1st part of my  english regents....LOVELY ,0,0,0.0
@Tay i'm sorry just think it should be over soon! then you can pig out for a while. ,1,0,-0.1511
"my 5 year old, Ben, got stung by a bee for the first time today - i have NEVER heard anyone scream that loud ",0,1,0.3089
"@bunnydozer i want a cupcake, all i have is knit ones ",0,1,0.0772
@CoreDJDetroit y can't i open the file???? i was downloading it just now and now nothing??? ,0,0,0.0
Up way way way to early this am....thanks @shane_benson ,1,0,0.0
Ddrerwq sanakwa  c jim.  Ehtan says I love you daddy ,1,1,0.6369
"Okay, mowing the lawn is officially LAME! It makes little pieces fly up and stab your legs! ",0,0,-0.7916
@bellametaphor  they fell off. sisqo's fan site is all janky now. they are supposed to have a reality show or something coming out,0,1,0.3182
@jessemccartney wish i had the bills to see you this year  but i've been hearing nothing but good things about the performances!,0,0,-0.3718
"i have fallen in love... with jack in the box vanilla iced coffees, mmmmmm ",1,0,-0.3612
http://tr.im/nCwe the boston globe is awesome as usual ,1,1,0.6249
"@relampag0 no, just till next monday ",0,0,-0.296
"@keaFbaby wow Kea, you've done it AGAIN! I LOVE IT! In A Perfect World...it would have ended that way ",0,1,0.9327
is in islamic- kill me now ,0,0,-0.6908
Sun is out here  @ http://is.gd/Lo0g,1,0,0.0
have a great weekend everyone ,1,1,0.6249
"It's so noisy and street-lit outside, but i have to keep the window open or else i'll die ",0,0,-0.7812
"Im at my friends house in another city, studying for the Anatomy final tomorrow ! hope i can pass it ! its a lot of stuff to memories ",0,1,0.7639
@beautyfulashley U said ok but you're not in my followers ! ,0,1,0.2244
I totally won. &amp; we fight on twitter cause its a way of making a virtual scene. *Throws virtual glass of wine at your face and walks out* ,1,1,0.3384
Oi!twittes!!! ,1,0,0.0
just watched jay's last show  Bring on conan!,0,0,0.0
7yr old son now better at putting together lego models than I am ,0,1,0.4404
@lorrainewalker1 Lorraine want to say thanks for keeping us up to date  Nice having u as a friend ,1,1,0.8481
"It was a beautiful day! Not 2 hot. Relaxed, then 2 a cookout w/ Cub Scouts...they R so much fun (the Cubs &amp; the cookouts) ",1,1,0.7305
being hella brit by drinking tea with milk ,1,0,0.0
@itsBUFFIE wtf u doing up this early &amp;&amp; iWanna Work out ,0,0,-0.5859
"@heatheralyse     Don't worry GG, things always looker bleaker in the middle of the night. luv 'ya!!  GM!!",0,0,-0.2943
My brother must hate me. He didn't answer his phone  and he didn't call me back. Either that or he's sleeping or at work. ;),0,0,-0.4215
playing scrabble and I suk at it ,0,1,0.2023
"I feel my stomach rumbling, I think it's the time for me to please my stomach. ",1,1,0.3182
We're going to see the Phillies today.  I'm hoping for little rain and a BIG win!!!  Sure hope Greggy gets in!!! ,1,1,0.918
@miraclelaurie Happy Friday to you too. Soon you'll have more DH. ,1,1,0.5719
"@shrimponbarbie Yeah, that really sucks, especially since you're so talented  I also think that people want to read &quot;adult content&quot; now,",0,1,0.6057
@spekksliite  damn..ifeel hurt .. that's not fair tho...I aint see u since 4.14 lmfao !,0,0,-0.2856
"Damn, black kid's gone! He was tight ",0,0,-0.4574
mmm nice to have some days off ,1,1,0.4215
@masterluke103 haha! not a fan of the vampire teeth??? i cant talk though @slaihingpg3blog is always making fun of me ,0,1,0.7327
@DesMouseasaurus  What happened?,0,0,0.0
just had popeye's n yummy ice cream ,1,1,0.5267
Is Discouraged. Thanks @Scottycurf . I'm gonna work at @Rue21 for the rest of my life. Dreams.. Crushhed. I Need 2 Stop sucking @ Life ,0,0,-0.25
@Stars_Meg thanks! and aww meg that's a downer  you can come visit us! I'll find you an extra GL shirt haha,0,1,0.8597
@RebekahCheng lol! I so cann!!! I'm just too much of a bum to get up. Hahas! ,1,1,0.7762
"@realtyra http://twitpic.com/2qdva - You inspire me so much, your an amazing lady and i wish that 1 day i would be able to work with you ",1,1,0.8807
"@jabezzz Yeah i had from the push button one , i love convenience ",1,1,0.7506
"Tough choices: Pay my phone bill, or go to New York, unfortunately they are both the same price ",0,0,-0.5106
Wouldn't recommend a Garmin Edge 705! No data again. ,0,0,-0.5577
@zaibatsu aww nooo i was just playing around caus a friend told me 2.deleted them all when I saw it LMAO but thank you  yeah I like em ,1,1,0.9276
Are with my friend Joanna ,1,1,0.4939
@bkGirlFriday oh - a surprise! lol! well -i'll be waiting then ,1,1,0.7639
"@taylorswift13 Ahahah, lol. Amazing! I want a shirt for my cat too! But first I have to get a cat  ahah. Love you so much Tay?",0,1,0.8964
@Katiff are you feeling better? sorry you're feeling under! ,0,1,0.5983
@pokerfacexxx i hate death metal ,1,0,-0.8225
"@jawar what's happening Jawar? Longtime no tweet. Anything new?  Anyway, good to see you here! ",1,1,0.3296
Reading feeds while listening to Greys Anatomy and eating Tzatziki ,1,0,0.0
@alertmybanjos cocoa workshop? Sounds sweet ,1,1,0.4588
@hold_fast_hope ah you stopped following me ,0,0,-0.2263
http://bit.ly/KuFO9  ~ Yeppers  ~ BE the source of your Joy ,1,1,0.5859
boys at work make me smile ,1,1,0.3612
I'm really really hating this season. Poor Felipe baby ,0,0,-0.7889
this sucks. i'm stuck at home. i really need to study for tomorrow &amp; i still haven't gotten LVaTT ,0,0,-0.5423
"is SO close, but SOOOO fat away ",0,0,0.0
@argamando Hey I got ur text but I cannot respond...no phone until tomorrow ,0,0,0.0
It was a good night ready to repeat w/ @21ALFiE tmrw  xoxo,1,1,0.8555
"@taylor_blue omigosh, just saw the pic. That's just... that's just sooo wrong. ",0,0,-0.4767
@KellyMcfly HAPPY MOTHERS DAY!  x,1,1,0.6932
Runny Nose  New Video On My 2nd Accoint Plz Check it out SWine FLu LAnd,0,0,-0.3182
my darlinÂ´s sad  and i feel fucked up  i miss him sooooooooooo bad ...BABY I love You,0,0,-0.8126
@gilwood_cs New maybe  That's my attempt to summarize tuning tips since the good old MF Tuning Tips !,1,1,0.4926
!freebsd jails-ing make me rockers ,1,0,0.0
@_Lenchen_ tgc ,1,0,0.0
@Stubborn_Facts Hello! I think this is a sign that it should be Friday!  ,1,0,0.0
@Lisa_Veronica what's up with the London gig? Was looking forward to it ,0,0,0.0
It's Monday already? ,0,0,0.0
@buckhollywood http://twitpic.com/6oi0l - Finally twitpic is working! Nice picture Buck! ,1,1,0.5242
There must be a Program that lets Celebs Bleep out all us Peasants posts except for Trent R  Who cares about his fans! Thank you Trent ,1,1,0.6996
Lets make &gt;&gt;&gt; #echelonday a Trending Topics! ,1,0,0.0
"ok, slept 7 hours today. better than the 12.5 of yesterday.  still. woke up at 8. not good. must work on that before tuesday ",0,1,0.4007
"@whataboutadam I cant watch your blog tv show tonighttt , i have to go to a barbeque thinggy  Im sorry xxx",0,0,-0.0772
"@oneofthosefaces I'm sorry.  Have you talked to her much in the past? I'm jealous you got to talk to her, ha-ha! Even an argument is good!",0,0,-0.5399
@KayJayMusic good for u ,1,1,0.4404
about to head off to work almost 6am ,0,0,0.0
Happy Mother's Day to all the mothers.    Have a beautifully blessed day!,1,1,0.9117
"@sendchocolate you are right, it is.. ,i love horror movies and have probably seen it.. wifey on the other hand has banned scifi  channel ",0,1,0.1779
@KatyLinda oh no  i thought both would be cool - guess i'm not cool w/ the 4yr olds lol,0,1,0.6369
"Ughhhh , . ! i don't want to take this test  we shouldn't have any for the rest of these two weeks . !",0,0,-0.2037
"@NguyenNoir And the song, is not out yet, May 18 is the day ",1,0,0.0
Now I'll NEVER win the Hair lottery ,0,0,-0.4717
Shit! I lost my HK debit card ,0,0,-0.7345
right there with you = life ,1,0,0.0
@lukeman Heh  It would be even enough to copy the tarball to his download directory and you could do pip install BeautifulSoup==3.0.7a :/,1,0,-0.4588
"@Lozzykinz Unfortunately not, I had to model infinite languages in Linear Temporal Logic with Buchi finite state automata ",0,0,-0.34
@moonfrye I really can't think of any movies that were as good as the books! ,1,1,0.4926
@senseirob LOL ppl are boring ,1,1,0.3034
"off to read, play my guitar and catch some z's...laters ",1,1,0.34
"@cliveflint ok, I'll be there by 12.10 then ",1,1,0.296
@ansharp more cabochons.  but she doesn't have any   no idea when that will be!  sorry about that.  but I didn't forget!  ;),0,1,0.354
Sick off of caffeine. Frowny face. ,0,0,-0.5106
IS about to take my Daddy to the AirPort ,0,0,0.0
i am sad that Hatton did not win ,0,0,-0.7329
@EBBSBABY lmao ha windows in the back &amp; the bitch dnt have steps ,0,1,0.3612
@bridgetparsons church for us - are we the only ones going? ,1,0,0.0
"@Doener I made the same mistake yesterday, that's how I knew! ",1,0,-0.4003
@GKFennell 2 hours?! My faulllt!  Ye be a genius no matter how many hours hehe&lt;3,0,0,-0.3987
"As a reward, you may download a free copy of EmailUnlimited on http://www.4officeautomation.com ",1,1,0.7906
@alyson5 Only slightly terrifying. ,1,0,-0.5279
"@Pappegena yeh, i like films,reading(kindof), music...i think i might do some studying in the garden today actually. its quite sunny ",1,1,0.6801
@Anthonyyyy Oh no! Will you be getting it back? ,0,0,-0.3595
"@gailbott yeah - I know you are back home, just teasing you about the great weather and coffee in New Zealand... that's all ",1,1,0.7184
lookin forward to the day i have enough energy to stay up past 10:30 on a fri nite.  not since 2007   will i ever have those days again?,0,1,0.2732
I am craving for japanese food ,0,0,0.0
Had a great dinner w/ family~hubby leaving tomorrow for 6 days  I'm missing him already ,0,1,0.4404
"@hollseey ten minutes. Circle line decide not to to anywhere when I got on  still, nearly home now...",0,0,0.0
@andyclemmensen i &lt;3 you more than ice cream and &lt;3 you more than the word meow. i cant belive they gettaway plan ripped on yu like that ,0,1,0.3612
I am all kinds of twitterpated. Just sayin'! Goodnight ,1,0,0.0
"@cfreeman20 nope, he got nuttin on you babe! lol ",1,1,0.4753
To all of my wasted days ,0,0,-0.4939
"@1225491 That's SO not cool  I am sorry for you. As a Portuguese-Canadian woman, I would like to offer my apologies for her.",0,0,-0.0554
srry bby sister....  i found my batman game in my purse ,0,0,0.0
"I think i'm way more awake than I should be this early, so excited to go out tonight, not so excited about $$$ and lack of iPhone ",0,1,0.6037
"Just saw Nicholas Bashenhow, got my picture taken with a Taco and the Captain Morgan ",1,0,0.0
@SheilaAdvani Enjoy! The weather is awesome today so I am pretty sure it will be great! ,1,1,0.9585
@Cookleta he's a gr8 guy jake is ,1,1,0.5719
@bonjourmyvette thats a shame  i hope its a rumor,0,0,-0.0516
@standtrooper  ...I have a good fiend who is also an awesome ATL artist  and worth some follow love  enjoy @clow2ground,1,1,0.946
@MartinGBEdwards It's all yours. Enjoy.  #Elevensestime,1,1,0.4939
@michelledodd - well I'm still there just about ,0,1,0.2732
Oops. Client of mine [we dont do their web hosting] Just got hacked by some Kosovo Hackers ,0,0,-0.4019
@CptCswife oh and @simontay78 shares his pics on food too ,1,1,0.296
@jonasbrothers I miss your concert in Rio de Janeiro so much! It was the best eveeeer!When are you guys coming to Brazil again? Love you ,1,1,0.855
Does anyone know where I can find a man like Jake in &quot;All the small things&quot; please ,1,1,0.5859
@lmcnelly Crew's gear adds ambiance to the shot.  #2wkfilm,1,0,0.0
routing PCB ,1,0,0.0
@NewerDeal But if I point them down I can't see what they are when I need a knife/fork/spoon out of the drainer ,0,0,0.0
@mefries Hours lost in the parks   I am so sorry!,0,0,-0.516
i will take a nap............... ,1,0,0.0
"Will they enhance this #worldrecord breaking at the 4 minute mark with Madonna tune..If not, I will.. I love this @TJWalker #strategyroom ",1,0,-0.5216
Watching naruto and josh stole my fruit snacks ,0,0,0.0
@rosatti bummer your internet wasn't cooperating last night ,0,0,-0.3818
@Tisha_Dawn Hi sweety! It's saturday and I'm working ,0,0,0.0
